bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,"Consciousness: here, there and everywhere?",G. Tononi and C. Koch,Philosophical Transactions of the Royal Society B: Biological Sciences,2015,Connected Papers,null,370,"The science of consciousness has made great strides by focusing on the behavioural and neuronal correlates of experience. However, while such correlates are important for progress to occur, they are not enough if we are to understand even basic facts, for example, why the cerebral cortex gives rise to consciousness but the cerebellum does not, though it has even more neurons and appears to be just as complicated. Moreover, correlates are of little help in many instances where we would like to know if consciousness is present: patients with a few remaining islands of functioning cortex, preterm infants, non-mammalian species and machines that are rapidly outperforming people at driving, recognizing faces and objects, and answering difficult questions. To address these issues, we need not only more data but also a theory of consciousness—one that says what experience is and what type of physical systems can have it. Integrated information theory (IIT) does so by starting from experience itself via five phenomenological axioms: intrinsic existence, composition, information, integration and exclusion. From these it derives five postulates about the properties required of physical mechanisms to support consciousness. The theory provides a principled account of both the quantity and the quality of an individual experience (a quale), and a calculus to evaluate whether or not a particular physical system is conscious and of what. Moreover, IIT can explain a range of clinical and laboratory findings, makes a number of testable predictions and extrapolates to a number of problematic conditions. The theory holds that consciousness is a fundamental property possessed by physical systems having specific causal properties. It predicts that consciousness is graded, is common among biological organisms and can occur in some very simple systems. Conversely, it predicts that feed-forward networks, even complex ones, are not conscious, nor are aggregates such as groups of individuals or heaps of sand. Also, in sharp contrast to widespread functionalist beliefs, IIT implies that digital computers, even if their behaviour were to be functionally equivalent to ours, and even if they were to run faithful simulations of the human brain, would experience next to nothing.",,10.1098/rstb.2014.0167,https://www.semanticscholar.org/paper/1eb314a1b96d7efa15241de6cb396dde51e09fe5,,,,,,,,Abordagem exclusivamente fisiológica sobre consciência,"45707,83012","45707,88339",GuiSales404,GuiSales404,Rejected,
,Neural correlates of consciousness: progress and problems,C. Koch and M. Massimini and M. Boly and G. Tononi,Nature Reviews Neuroscience,2016,Connected Papers,307-321,17,"S2 TL;DR: Recent findings showing that the anatomical neural correlates of consciousness are primarily localized to a posterior cortical hot zone that includes sensory areas, rather than to a fronto-parietal network involved in task monitoring and reporting are described.",,10.1038/nrn.2016.22,https://www.semanticscholar.org/paper/c4f16a1a3a94621c67ce97c3ca6c54e25578a095,,,,,,,,,"45707,83012","45707,83012",GuiSales404,,Rejected,
,A cognitive theory of consciousness,B. Baars,,1988,Connected Papers,,,"List of figures and tables Preface Part I. Introduction: 1. What is to be explained some preliminaries Part II. The Basic Model: 2. Model 1: conscious representations are internally consistent and globally distributed 3. The neural basis of conscious experience Part III. The Fundamental Role of Context: 4. Model 2: unconscious contexts shape conscious experience 5. Model 3: conscious experience is informative - it always demands some degree of adaptation Part IV. Goals and Voluntary Control: 6. Model 4: Goal contexts, spontaneous problem solving, and the stream of consciousness 7. Model 5: volition as ideomotor control of thought and action Part V. Attention, self, and conscious self-monitoring: 8. Model 6: attention as control of access to consciousness 9. Model 7. Self as the dominant context of experience and action Part VI. Consciousness is Functional: 10. The functions of consciousness Part VII. Conclusion: 11. A summary and some future directions Glossary and guide to theoretical claims References Name index, Subject index.",,,https://www.semanticscholar.org/paper/de3f7c9affdbd1d3e4f276b2141d53074ad2de3c,,,,,,,,,"45707,83012","45707,83012",GuiSales404,,Accepted,
,The Constrained Disorder Principle May Account for Consciousness,Tal Sigawi and Omer Hamtzany and Josef Daniel Shakargy and Yaron Ilan,Brain Sciences,2024,Connected Papers,null,14,"There is still controversy surrounding the definition and mechanisms of consciousness. The constrained disorder principle (CDP) defines complex systems by their dynamic borders, limiting their inherent disorder. In line with the CDP, the brain exhibits a disorder bounded by dynamic borders essential for proper function, efficient energy use, and life support under continuous perturbations. The brain’s inherent variability contributes to its adaptability and flexibility. Neuronal signal variability challenges the association of brain structures with consciousness and methods for assessing consciousness. The present paper discusses some theories about consciousness, emphasizing their failure to explain the brain’s variability. This paper describes how the CDP accounts for consciousness’s variability, complexity, entropy, and uncertainty. Using newly developed second-generation artificial intelligence systems, we describe how CDP-based platforms may improve disorders of consciousness (DoC) by accounting for consciousness variability, complexity, entropy, and uncertainty. This platform could be used to improve response to current interventions and develop new therapeutic regimens for patients with DoC in future studies.",,10.3390/brainsci14030209,https://www.semanticscholar.org/paper/366fa2574a244e160f66c14c647e4f368857db8e,,,,,,,,,"45707,83006","45707,83006",GuiSales404,,Rejected,
,Tests for consciousness in humans and beyond,Tim Bayne and Anil Seth and Marcello Massimini and Joshua Shepherd and Axel Cleeremans and Stephen M. Fleming and Rafael Malach and J. Mattingley and David K. Menon and Adrian M. Owen and Megan A K Peters and Adeel Razi and L. Mudrik,Trends in Cognitive Sciences,2024,Connected Papers,454-466,28,null,,10.1016/j.tics.2024.01.010,https://www.semanticscholar.org/paper/5080e84c11131e4a22924eee3f8ebe8428b8dd92,,,,,,,,,"45707,83006","45707,83006",GuiSales404,,Rejected,
,Design and evaluation of a global workspace agent embodied in a realistic multimodal environment,Rousslan Fernand Julien Dossa and Kai Arulkumaran and Arthur Juliani and Shuntaro Sasai and Ryota Kanai,Frontiers in Computational Neuroscience,2024,Connected Papers,null,18,"As the apparent intelligence of artificial neural networks (ANNs) advances, they are increasingly likened to the functional networks and information processing capabilities of the human brain. Such comparisons have typically focused on particular modalities, such as vision or language. The next frontier is to use the latest advances in ANNs to design and investigate scalable models of higher-level cognitive processes, such as conscious information access, which have historically lacked concrete and specific hypotheses for scientific evaluation. In this work, we propose and then empirically assess an embodied agent with a structure based on global workspace theory (GWT) as specified in the recently proposed “indicator properties” of consciousness. In contrast to prior works on GWT which utilized single modalities, our agent is trained to navigate 3D environments based on realistic audiovisual inputs. We find that the global workspace architecture performs better and more robustly at smaller working memory sizes, as compared to a standard recurrent architecture. Beyond performance, we perform a series of analyses on the learned representations of our architecture and share findings that point to task complexity and regularization being essential for feature learning and the development of meaningful attentional patterns within the workspace.",,10.3389/fncom.2024.1352685,https://www.semanticscholar.org/paper/b0f8359704ffb6fd21eb8646b51b5071a3cba222,,,,,,,,Abordagem computacional sobre consciência,"45707,83006","45707,88644",GuiSales404,GuiSales404,Accepted,
,The Edge of Sentience,John G. Birch,,2024,Connected Papers,,,"
Can octopuses feel pain and pleasure? What about crabs, shrimps, insects, or spiders? How do we tell whether a person unresponsive after severe brain injury might be suffering? When does a fetus in the womb start to have conscious experiences? Could there even be rudimentary feelings in miniature models of the human brain, grown from human stem cells? And what about AI? These are questions about the edge of sentience, and they are subject to enormous, disorienting uncertainty. The stakes are immense, and neglecting the risks can have terrible costs. We need to err on the side of caution, yet it’s often far from clear what ‘erring on the side of caution’ should mean in practice. When are we going too far? When are we not doing enough? The Edge of Sentience presents a comprehensive precautionary framework designed to help us reach ethically sound, evidence-based decisions despite our uncertainty.",,10.1093/9780191966729.001.0001,https://www.semanticscholar.org/paper/6d933fb344f4b05262b46c500ab4a2adb4ec5044,,,,,,,,,"45707,83006","45707,83006",GuiSales404,,Rejected,
,"Attention, awareness, and the right temporoparietal junction",Andrew I. Wilterson and Samuel A. Nastase and Branden J. Bio and Arvid Guterstam and M. Graziano,Proceedings of the National Academy of Sciences of the United States of America,2021,Connected Papers,null,118,"Significance We all intuitively know what it is to be subjectively aware of something. For decades, psychologists have also studied the brain’s mechanisms of directing attention. But awareness and attention are not the same and can be separated. How do they relate? Here, we show that a part of the brain, the right temporoparietal junction, may be involved in a specific relationship in which awareness of an item permits the control of attention on that item. The attention schema theory posits a specific relationship between subjective awareness and attention, in which awareness is the control model that the brain uses to aid in the endogenous control of attention. In previous experiments, we developed a behavioral paradigm in human subjects to manipulate awareness and attention. The paradigm involved a visual cue that could be used to guide attention to a target stimulus. In task 1, subjects were aware of the cue, but not aware that it provided information about the target. The cue measurably drew exogenous attention to itself. In addition, implicitly, the subjects’ endogenous attention mechanism used the cue to help shift attention to the target. In task 2, subjects were no longer aware of the cue. The cue still measurably drew exogenous attention to itself, yet without awareness of the cue, the subjects’ endogenous control mechanism was no longer able to use the cue to control attention. Thus, the control of attention depended on awareness. Here, we tested the two tasks while scanning brain activity in human volunteers. We predicted that the right temporoparietal junction (TPJ) would be active in relation to the process in which awareness helps control attention. This prediction was confirmed. The right TPJ was active in relation to the effect of the cue on attention in task 1; it was not measurably active in task 2. The difference was significant. In our interpretation, the right TPJ is involved in an interaction in which awareness permits the control of attention.",,10.1073/pnas.2026099118,https://www.semanticscholar.org/paper/3470543d0e365278872f865bc11526b203906c4d,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,AI Consciousness is Inevitable: A Theoretical Computer Science Perspective,L. Blum and M. Blum,ArXiv,2024,Connected Papers,null,abs/2403.17101,"We look at consciousness through the lens of Theoretical Computer Science, a branch of mathematics that studies computation under resource limitations. From this perspective, we develop a formal machine model for consciousness. The model is inspired by Alan Turing's simple yet powerful model of computation and Bernard Baars' theater model of consciousness. Though extremely simple, the model (1) aligns at a high level with many of the major scientific theories of human and animal consciousness, (2) provides explanations at a high level for many phenomena associated with consciousness, and (3) gives insight into how a machine can have subjective consciousness. This combination supports our claim that machine consciousness is not only plausible but inevitable.",,10.48550/arXiv.2403.17101,https://www.semanticscholar.org/paper/8a0d847b8836cd77b241955155ff7ea332f86787,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,Conscious Processing and the Global Neuronal Workspace Hypothesis,G. Mashour and P. Roelfsema and J. Changeux and S. Dehaene,Neuron,2020,Connected Papers,776-798,105,"S2 TL;DR: The GNW hypothesis proposes that, in the conscious state, a non-linear network ignition associated with recurrent processing amplifies and sustains a neural representation, allowing the corresponding information to be globally accessed by local processors.",,10.1016/j.neuron.2020.01.026,https://www.semanticscholar.org/paper/482fa37e9e1a17908a40fba789aeb8a155bab4d1,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,Deep learning and the Global Workspace Theory,R. V. Rullen and R. Kanai,Trends in Neurosciences,2020,Connected Papers,692-704,44,"S2 TL;DR: This work proposes a roadmap based on unsupervised neural translation between multiple latent spaces (neural networks trained for distinct tasks, on distinct sensory inputs and/or modalities) to create a unique, amodal Global Latent Workspace (GLW).",,10.1016/j.tins.2021.04.005,https://www.semanticscholar.org/paper/69135a269b8d2536bc4f3caa03b465ceb9356192,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,A Runtime Framework of the Mind,Fangfang Li and Xiaojie Zhang,,2022,Connected Papers,,,"How the mind works is the ultimate mystery for human beings. This paper proposed a framework to solve it. We call it the self-programming system. The self-programming system can learn, store and apply the functions of bodies, external tools, and even the mind itself uniformly. However, due to the generality of the mind, traditional scientific methods are not suitable for validating a theory of mind. Therefore, we appeal to show the explanatory power of the self-programming system. Due to this reason, we applied this framework to solve the problem of consciousness. By comparing our solution to the popular theories of consciousness, we found that these theories only captured different aspects of our solution to consciousness. Beyond this, our solution also solved the hard problem of consciousness by showing that the existence of objectively unexplainable qualia is a matter of course even in a purely physical world. Our theory of consciousness manifests a new comprehensive perspective to understand what reality and knowledge are. And our framework provides a new approach to building human-level artificial intelligence.",,,https://www.semanticscholar.org/paper/729b625376441b817cf212df7137336a65be6a6c,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Когнитом: в поисках фундаментальной нейронаучной теории сознания,К. В. Анохин,Журнал высшей нервной деятельности им И П Павлова,2021,Connected Papers,null,null,"Despite the huge body of facts, modern neuroscience still does not give a satisfactory explanation of the nature of mind and consciousness. Today, the main search for an answer to these questions is centered around the problem of the neural foundations of consciousness. In this work, I will review the critical characteristics of consciousness and will formulate the requirements that a fundamental scientific theory of consciousness must meet. With the help of these criteria, I will analyze the most influential neuroscience theories of consciousness. It will be shown that they satisfy some of the key requirements, but there is none that would meet all of them. I will suggest that to understand consciousness, we need to consider the brain not as a connectome – neural network, but as a cognitome – a neural hypernetwork consisting of neuronal groups with specific cognitive properties. The structure of the cognitome is the structure of the mind, and consciousness is a specific process of large-scale integration of cognitive elements in this neural hypernetwork.",,10.31857/S0044467721010032,https://www.semanticscholar.org/paper/28690cec748373280c24952c178f8cbd6686e655,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,A construct-first approach to consciousness science,P. Fazekas and Axel Cleeremans and Morten Overgaard,Neuroscience & Biobehavioral Reviews,2023,Connected Papers,null,156,null,,10.1016/j.neubiorev.2023.105480,https://www.semanticscholar.org/paper/742be4549691fa5fe089fb3fb5ba57abe1e19460,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,A blueprint for conscious machines,Arlindo L. Oliveira,Proceedings of the National Academy of Sciences of the United States of America,2022,Connected Papers,null,119,"Although it has been the subject of human thought for many centuries, consciousness remains a mysterious and controversial topic. Every one of us is overly familiar with the phenomenon, but there is little agreement on what it is, what it entails, and how it is created. Certainly, no other phenomenon is simultaneously so familiar and so hard to explain. Researchers from fields as different as medicine, philosophy, psychology, neurobiology, and computer science have tried for centuries to frame, describe, and address the mind–body problem—how consciousness arises from purely physical processes—but success has been, to say the least, limited. Many believe that it is a phenomenon that will remain, forever, unknowable, outside the reach of human understanding. David Chalmers (1) famously argued that, while we may advance in our understanding of the different physical processes that are associated with consciousness (the easy problems), we will never be able to understand the process that leads to subjective experiences (the hard problem), since understanding this phenomenon represents a challenge of an entirely different nature. Other theories, such as mysterianism, defend that, while the phenomenon may be understandable in principle, it will never be accessible to the human mind (2), due to intrinsic limitations of the human brain. Despite these difficulties, many scientists and philosophers have advanced tentative explanations for the phenomenon (3–5), and proposed ways to assess it (6), measure it (7), create it in machines (8), and even use it to improve the performance of artificial intelligence systems (9). The paper by Blum and Blum (10), in PNAS, approaches the problem from an engineering perspective, by showing how a specific computational architecture, which they have proposed (11), can explain several phenomena that are closely related to consciousness.",,10.1073/pnas.2205971119,https://www.semanticscholar.org/paper/fcad037a73ef85653153cb8c6d683145c4d60391,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,A survey on machine learning from few samples,Jiang Lu and Pinghua Gong and Jieping Ye and Jianwei Zhang and Changshui Zhang,Pattern Recognition,2023,Science@Direct,109480,139,"The capability of learning and generalizing from very few samples successfully is a noticeable demarcation separating artificial intelligence and human intelligence. Despite the long history dated back to the early 2000s and the widespread attention in recent years with booming deep learning, few surveys for few sample learning (FSL) are available. We extensively study almost all papers of FSL spanning from the 2000s to now and provide a timely and comprehensive survey for FSL. In this survey, we review the evolution history and current progress on FSL, categorize FSL approaches into the generative model based and discriminative model based kinds in principle, and emphasize particularly on the meta learning based FSL approaches. We also summarize several recently emerging extensional topics of FSL and review their latest advances. Furthermore, we highlight the important FSL applications covering many research hotspots in computer vision, natural language processing, audio and speech, reinforcement learning and robotic, data analysis, etc. Finally, we conclude the survey with a discussion on promising trends in the hope of providing guidance and insights to follow-up researches.",,https://doi.org/10.1016/j.patcog.2023.109480,https://www.sciencedirect.com/science/article/pii/S0031320323001802,,,"Few sample learning, Learn to learn, Survey, Few-shot learning, Meta learning",,0031-3203,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Appendix A - Answers,,,2004,Science@Direct,223-272,,,,https://doi.org/10.1016/B978-012748451-8/50007-0,https://www.sciencedirect.com/science/article/pii/B9780127484518500070,,,,Academic Press,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Evaluation of the integrals of oscillating functions by interpolation at nodes of gaussian quadratures,N.S. Bakhvalov and L.G. Vasil'eva,USSR Computational Mathematics and Mathematical Physics,1968,Science@Direct,241-249,8,,,https://doi.org/10.1016/0041-5553(68)90016-5,https://www.sciencedirect.com/science/article/pii/0041555368900165,,,,,0041-5553,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Topic modeling algorithms and applications: A survey,Aly Abdelrazek and Yomna Eid and Eman Gawish and Walaa Medhat and Ahmed Hassan,Information Systems,2023,Science@Direct,102131,112,"Topic modeling is used in information retrieval to infer the hidden themes in a collection of documents and thus provides an automatic means to organize, understand and summarize large collections of textual information. Topic models also offer an interpretable representation of documents used in several downstream Natural Language Processing (NLP) tasks. Modeling techniques vary from probabilistic graphical models to the more recent neural models. This paper surveys topic models from four aspects. The first aspect categorizes different topic modeling techniques into four categories: algebraic, fuzzy, probabilistic, and neural. We review the wide variety of available models from each category, highlight differences and similarities between models and model categories using a unified perspective, investigate these models’ characteristics and limitations, and discuss their proper use cases. The second aspect illustrates six criteria for proper evaluation of topic models, from modeling quality to interpretability, stability, efficiency, and beyond. Topic modeling has found applications in various disciplines, owing to its interpretability. We examine these applications along with some popular software tools which provide an implementation of some models. The fourth aspect reviews available datasets and benchmarks. Using two benchmark datasets, we conducted experiments to compare seven topic models along the proposed metrics. The discussion highlights the differences between the models and their relative suitability for various applications. It notes the relationship between evaluation metrics and proposes four key aspects to help decide which model to use for an application. Our discussion also shows that the research trends move towards developing and tuning neural topic models and leveraging the power of pre-trained language models. Finally, it highlights research gaps in developing unified benchmarks and evaluation metrics.",,https://doi.org/10.1016/j.is.2022.102131,https://www.sciencedirect.com/science/article/pii/S0306437922001090,,,"Topic modeling, Neural, Probabilistic, Evaluation, LDA",,0306-4379,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Deep metric learning for few-shot image classification: A Review of recent developments,Xiaoxu Li and Xiaochen Yang and Zhanyu Ma and Jing-Hao Xue,Pattern Recognition,2023,Science@Direct,109381,138,"Few-shot image classification is a challenging problem that aims to achieve the human level of recognition based only on a small number of training images. One main solution to few-shot image classification is deep metric learning. These methods, by classifying unseen samples according to their distances to few seen samples in an embedding space learned by powerful deep neural networks, can avoid overfitting to few training images in few-shot image classification and have achieved the state-of-the-art performance. In this paper, we provide an up-to-date review of deep metric learning methods for few-shot image classification from 2018 to 2022 and categorize them into three groups according to three stages of metric learning, namely learning feature embeddings, learning class representations, and learning distance measures. Under this taxonomy, we identify the trends of transitioning from learning task-agnostic features to task-specific features, from simple computation of prototypes to computing task-dependent prototypes or learning prototypes, from using analytical distance or similarity measures to learning similarities through convolutional or graph neural networks. Finally, we discuss the current challenges and future directions of few-shot deep metric learning from the perspectives of effectiveness, optimization and applicability, and summarize their applications to real-world computer vision tasks.",,https://doi.org/10.1016/j.patcog.2023.109381,https://www.sciencedirect.com/science/article/pii/S0031320323000821,,,"Few-shot learning, Metric learning, Image classification, Deep neural networks",,0031-3203,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Consciousness in Artificial Intelligence: Insights from the Science of Consciousness,Patrick Butlin and R. Long and Eric Elmoznino and Y. Bengio and Jonathan C. P. Birch and Axel Constant and George Deane and S. Fleming and C. Frith and Xuanxiu Ji and R. Kanai and C. Klein and Grace W. Lindsay and M. Michel and L. Mudrik and Megan A. K. Peters and Eric Schwitzgebel and Jonathan Simon and R. VanRullen,ArXiv,2023,Connected Papers,null,abs/2308.08708,"Whether current or near-term AI systems could be conscious is a topic of scientific interest and increasing public concern. This report argues for, and exemplifies, a rigorous and empirically grounded approach to AI consciousness: assessing existing AI systems in detail, in light of our best-supported neuroscientific theories of consciousness. We survey several prominent scientific theories of consciousness, including recurrent processing theory, global workspace theory, higher-order theories, predictive processing, and attention schema theory. From these theories we derive""indicator properties""of consciousness, elucidated in computational terms that allow us to assess AI systems for these properties. We use these indicator properties to assess several recent AI systems, and we discuss how future systems might implement them. Our analysis suggests that no current AI systems are conscious, but also suggests that there are no obvious technical barriers to building AI systems which satisfy these indicators.",,10.48550/arXiv.2308.08708,https://www.semanticscholar.org/paper/25bb684f8b25f05d8c212d8381c25265865a55e4,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,Embedding enhancement with foreground feature alignment and primitive knowledge for few-shot learning,Xiaoqi Zheng and Jia Lu,Engineering Applications of Artificial Intelligence,2024,Science@Direct,108823,135,"Few-Shot Learning (FSL) targets a model to quickly discriminate new categories with limited samples. While most methods struggle to effectively utilize the knowledge learned in the base classes, resulting in models that fail to alleviate the domain gap between training and evaluation. Conversely, humans often enable rapid discrimination by two ways: reinforcing impressions through comparing unknown categories with related objects in memory; Searching for the maximum shared information within the intra-class. Motivated by this, in this paper, we propose a novel Transformer-based Embedding Enhancement Network (TEEN) that adaptively leverages the knowledge learned from the base classes, which we refer to as ‘primitive knowledge’, to complete and distinguish the embeddings for novel classes. Additionally, to reduce interference from background features, we introduce the Transformer-based Foreground Feature Alignment (TFFA) to enhance the representation of image foreground. Ultimately, TEEN enhances the embeddings through foreground alignment and primitive knowledge completion, achieving improved performance in few-shot classification. Extensive experiments on inductive few-shot tasks demonstrate the effectiveness of our approach, achieving state-of-the-art results in cross-domain few-shot tasks.",,https://doi.org/10.1016/j.engappai.2024.108823,https://www.sciencedirect.com/science/article/pii/S0952197624009813,,,"Few-shot learning, Metric leaning, Primitive knowledge, Feature alignment, Cross-domain",,0952-1976,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,A universal knowledge model and cognitive architectures for prototyping AGI,Artem Sukhobokov and Evgeny Belousov and Danila Gromozdov and Anna Zenger and Ilya Popov,Cognitive Systems Research,2024,Science@Direct,101279,88,"The article identified 56 cognitive architectures for creating general artificial intelligence (AGI) and proposed a set of interrelated functional blocks that an agent approaching AGI in its capabilities should possess. Since the required set of blocks is not found in any of the existing architectures, the article proposes a reference cognitive architecture for intelligent systems approaching AGI in their capabilities. As one of the key solutions within the framework of the architecture, a universal method of knowledge representation is proposed, which allows combining various non-formalized, partially and fully formalized methods of knowledge representation in a single knowledge base, such as texts in natural languages, images, audio and video recordings, graphs, algorithms, databases, neural networks, knowledge graphs, ontologies, frames, essence-property-relation models, production systems, predicate calculus models, conceptual models, and others. To combine and structure various fragments of knowledge, archigraph model are used, constructed as a development of annotated metagraphs. As other components, the reference cognitive architecture being developed includes following modules: machine consciousness, machine subconsciousness, interaction with the external environment, a goal management, an emotional control, social interaction, reflection, ethics, worldview, learning, monitoring, statement problems, solving problems, self-organization and meta learning. Based on the composition of the proposed reference architecture modules, existing cognitive architectures containing the following modules were analyzed: machine consciousness, machine subconsciousness, reflection, worldview.",,https://doi.org/10.1016/j.cogsys.2024.101279,https://www.sciencedirect.com/science/article/pii/S1389041724000731,,,"Cognitive architecture, AGI, Metagraph, Archigraph, Universal knowledge model, Machine consciousness, Machine subconsciousness, Machine reflection, Machine worldview",,1389-0417,,,,"45707,82874","45707,82874",GuiSales404,,Accepted,
,Multimodal research in vision and language: A review of current and emerging trends,Shagun Uppal and Sarthak Bhagat and Devamanyu Hazarika and Navonil Majumder and Soujanya Poria and Roger Zimmermann and Amir Zadeh,Information Fusion,2022,Science@Direct,149-171,77,"Deep Learning and its applications have cascaded impactful research and development with a diverse range of modalities present in the real-world data. More recently, this has enhanced research interests in the intersection of the Vision and Language arena with its numerous applications and fast-paced growth. In this paper, we present a detailed overview of the latest trends in research pertaining to visual and language modalities. We look at its applications in their task formulations and how to solve various problems related to semantic perception and content generation. We also address task-specific trends, along with their evaluation strategies and upcoming challenges. Moreover, we shed some light on multi-disciplinary patterns and insights that have emerged in the recent past, directing this field toward more modular and transparent intelligent systems. This survey identifies key trends gravitating recent literature in VisLang research and attempts to unearth directions that the field is heading toward.",,https://doi.org/10.1016/j.inffus.2021.07.009,https://www.sciencedirect.com/science/article/pii/S1566253521001512,,,"Multimodal learning, Language, Vision, Visual-language research, Survey, Trends",,1566-2535,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,An algebraic approach to image restoration filter design,John A. Stuller,Computer Graphics and Image Processing,1972,Science@Direct,107-122,1,"The image restoration problem in a linear imaging system is formulated as the problemof minimizing the effective radius of the system point spread function subject to a constraint on relative noise gain. The problem is solved by reducing the imaging system under consideration to an equivalent sampled system and subsequently optimizing the sampled system by algebraic techniques. The analysis applies to unsampled, line scanned, and sampled systems and explicitely accounts for spectrum foldover. Truncation problems are avoided in the discrete case by formulating the optimum processing array as the solution to a finite dimensional eigenvector equation.",,https://doi.org/10.1016/S0146-664X(72)80010-8,https://www.sciencedirect.com/science/article/pii/S0146664X72800108,,,,,0146-664X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Inferring the Number and Order of Embedded Topics Across Documents,Asana Neishabouri and Michel C. Desmarais,Procedia Computer Science,2021,Science@Direct,1198-1207,192,"Documents are often organized according to an embedded structure, where a set of documents covers a topic and gets extended to a more specialized topic. We refer to this structure as embedded topics and address the issue of inferring the number and order of topics in a given corpus. While this problem is akin to finding clusters of documents and has been addressed in numerous studies in areas such as topic modeling, information extraction and knowledge discovery, we show that existing approaches are not effective in the specific context of embedded topic structures, and propose a novel technique for that purpose. We also propose an approach to uncover the order of such embedded topics. To determine the number of topics, the proposed method relies on the analysis of eigenvalues of a conditional probability matrix derived from the document-term matrix. We use Kmeans to determine the actual topic clusters, and conditional probability computation to determine the order. We compare the performance of our method to alternative methods for determining clusters and dimensionality. Results show that the proposed approach can effectively derive the right number of topics and embedding structure order.",,https://doi.org/10.1016/j.procs.2021.08.123,https://www.sciencedirect.com/science/article/pii/S1877050921016124,,,"Dimension reduction, Conditional Topic Modeling, Topic modeling, Clustering",,1877-0509,,Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 25th International Conference KES2021,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Hybrid short-term traffic forecasting architecture and mechanisms for reservation-based Cooperative ITS,Kailong Zhang and Chenyu Xie and Yujia Wang and Sotelo Miguel Ángel and Thi Mai Trang Nguyen and Qidi Zhao and Qiang Li,Journal of Systems Architecture,2021,Science@Direct,102101,117,"Traffic forecasting is a critical challenge for Intelligent Transportation Systems (ITS), increasingly enabled by the deepening interconnectedness of intelligent vehicles and traffic infrastructures. In this study, we propose a hybrid short-term forecasting architecture based on the careful consideration and analysis of reservation-based behavior cooperation and the characteristics of Cooperative ITS (C-ITS), especially its future application mode of Service-oriented C-ITS (SoC-ITS). We design several novel models and mechanisms to forecast the behavioral parameters of road vehicles in this architecture, combining a developed artificial neural network method and a statistical technique. Considering the lack of large-scale deployment of C-ITS at present, a new simulator (SoC-ITSS v2.1) is independently designed with two main aims. The first is to establish a massive dataset that is unavailable for current transportation systems, but necessary for back propagation neural network-based forecasting and statistics models. Our second aim is to provide an effective visual verification environment for this proposed mechanism. Using our newly developed simulator, these proposed models and methods are verified under two typical authorization policies (First-Arrival-First-Pass-Multi-Queue for ordinary C-ITS and Highest-Weight-First-Pass-Multi-Queue for SoC-ITS). The experimental results show that this forecasting mechanism can adaptively model traffic situations of both ordinary C-ITS and SoC-ITS, and provide good performance.",,https://doi.org/10.1016/j.sysarc.2021.102101,https://www.sciencedirect.com/science/article/pii/S1383762121000801,,,"Cooperative ITS, Vehicular networks, Quality of vehicular service, Traffic flow, Short-term forecasting, BP neural network, Semi-statistics, Simulation",,1383-7621,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,WWW '19: The World Wide Web Conference,,,2019,ACM,,,"It is our great pleasure to welcome you to The Web Conference 2019. The Web Conference is the premier venue focused on understanding the current state and the evolution of the Web through the lens of computer science, computational social science, economics, policy, and many other disciplines. The 2019 edition of the conference is a reflection point as we celebrate the 30th anniversary of the Web.",,,,,,,Association for Computing Machinery,,,,Período de publicação anterior à 2020,"45707,82034","45707,83543",GuiSales404,GuiSales404,Rejected,
,CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,,,2023,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Falta de relevância,"45707,82034","45707,83522",GuiSales404,GuiSales404,Rejected,
,CHI '24: Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83513",GuiSales404,GuiSales404,Rejected,
